Index|Label|First piece|Gold|Prediction
245|0|Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted|resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.|in favor of President Hugo Chavez on Sunday, keeping him in office for another six years, officials said. Chavez won 54.82 percent of the vote, surpassing the 50 percent needed to avoid a runoff. His main opponent, opposition leader Henrique Capriles, received 44.99 percent. Chavez's victory was seen as a mandate for his policies, which have been unpopular with many Venezuelans. Chavez's supporters, who make up a majority of the population, were jubil
246|0|Lebanon political drama plays out Syrian scipt The stage|is Beirut and the actors are Lebanese; but the audience knows the drama surrounding selection of the countrys president is being produced in Lebanons powerful neighbour Syria.|"is set for a dramatic showdown between Lebanon's political
            parties, with the country's president and prime minister locked in a
            fierce battle for control. The stage is set for a dramatic showdown
            between Lebanon's political parties, with the country's president and
            prime minister locked in a fierce battle for control. The stage is set
            for a dramatic showdown between Lebanon's political parties, with the
            country's president and prime minister locked in a fierce battle for"
247|1|Hamm should support Yang Paul Hamm needs a new|marketing strategy. Either that, or he needs a clue. One harmless gesture separates him from lionization in America and canonization in South Korea, and|coach after his recent injury, and Yang is the obvious choice. Yang has been a key player for the U.S. men's gymnastics team for years, and his experience and skill would be invaluable to Hamm. Yang has been training with Hamm for several months, and the two have developed a strong bond. Hamm has expressed his admiration for Yang's work ethic and dedication to the team, and Yang has reciprocated those feelings. The two have worked together on several occasions, and their partnership has
248|0|Nepal capital under curfew for 3rd day; violators ordered to be|&lt;b&gt;...&lt;/b&gt; A shoot-on-sight curfew imposed to prevent riots and violent protests over the killing of 12 Nepalese workers in Iraq entered its third day Friday, while officials said they were trying to recover the bodies of the slain hostages.|arrested and fined. The curfew is in place to prevent the spread of the virus. The government has imposed a nationwide lockdown to control the spread of the virus. The lockdown is in place from 6 am to 6 pm every day. The government has also imposed a ban on the sale of non-essential goods. The curfew is in place to prevent the virus from spreading in the capital city. The government has also imposed a ban on the movement of people. The curfew is in
249|2|Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel|retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.|...-in-store promotions and online discounts to attract customers. The company is also offering a 10 percent discount on all purchases made through its website. ...-in-store promotions and online discounts to attract customers. The company is also offering a 10 percent discount on all purchases made through its website. ...-in-store promotions and online discounts to attract customers. The company is also offering a 10 percent discount on all purchases made through its website. ...-in-store promotions and online
250|1|Dutch cyclist defends Olympic gold|AMSTERDAM  Cyclist Leontien Zijlaard-Van Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday.|in 1996, and has since become a prominent figure in the cycling world, winning numerous titles and setting multiple world records. His most recent victory came at the 2020 Tokyo Olympics, where he won the gold medal in the men's road race. The Dutch cycling team, led by his coach, has been a dominant force in the sport, with many of its members going on to achieve great success in other disciplines, such as track cycling and mountain biking. The cyclist's dedication to his
251|2|Johnson  amp; Johnson bids for rival NEW YORK Johnson  amp;|Johnson is in advanced negotiations to acquire Guidant, one of the largest US makers of devices to treat heart and circulatory illnesses, according to executives close to the talks.|...  to acquire the remaining 40% stake in the company. The deal is expected to be completed by the end of the year. Johnson  amp; Johnson is expected to pay around $1.2 billion for the stake. The acquisition will give Johnson  amp; Johnson a significant presence in the US pharmaceutical market. The company has been expanding its presence in the US market through acquisitions in recent years. Johnson  amp; Johnson has already acquired several pharmaceutical companies in the US, including Pfizer's
252|1|Veterans Committee counts for little The Hall of|Fame released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.|"of Fame, but the 2019 class has some surprises
            ANSWER: Veterans Committee counts for little The Hall of Fame, but the 2019 class has some surprises in terms of the number of players and the diversity of the group."
253|2|Samsung plans to invest Won25,000bn in chips Samsung|Electronics, the world #39;s second largest computer chip manufacturer, yesterday said that it would invest Won25,000bn (\$24bn) in its semiconductor business by 2010 to generate|will start mass production of its first 5G chip in 2024, according to a report by the Korea Investment Institute. The company will also increase its production capacity for 4G chips by 30% in the second half of this year. Samsung has been expanding its semiconductor business in recent years, and the new investment is expected to help the company further strengthen its position in the global market. The company's 5G chip is expected to be used in a variety of devices, including
254|3|Microsoft Reprimanded for Misleading Linux Ad (NewsFactor) NewsFactor - The|United Kingdom's advertising watchdog group, the Advertising Standards Association, has found that complaints lodged against a Microsoft (Nasdaq: MSFT) magazine ad that stated that Linux was more expensive than Windows were valid.|...-based Linux operating system. The company has been accused of using deceptive marketing tactics to promote its Windows operating system. The company has agreed to pay $1.5 million in damages to settle the lawsuit. Microsoft has also agreed to change its marketing practices to avoid misleading consumers. The company has been accused of using deceptive marketing tactics to promote its Windows operating system. The company has agreed to pay $1.5 million in damages to settle the lawsuit. Microsoft has also agreed to change its marketing practices
255|0|Britain accuses 8 of terror plot LONDON - British police|charged eight terrorist suspects yesterday with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause  quot;fear or injury. quot; ...|"arrested 10 suspects in 12 operation in 14 country
            END:...in 16 operation in 18 country, 20 suspects detained
            ANSWER: Britain accuses 8 of terror plot LONDON - British police arrested 10 suspects in 12 operation in 14 country,...in 16 operation in 18 country, 20 suspects detained

            LABEL: 1 (Sports)
            BEGINNING: 1st 2nd 3rd 4th"
256|1|It #39;s got to be Cole on the left Football365 #39;s top pundit looks|ahead to England #39;s international double-header and calls for Joe Cole to be given the nod on the left... Of the three left-sided options available to Sven-Goran Eriksson on Saturday, I would personally go for Joe Cole.|...the Premier League #39;s top scorer this season, and he #39;s got the #39;Golden Boot #39; in his sights. #39;I #39;ve been working on my fitness levels, #39; he said. #39;I #39;ve been training hard and I #39;ve got a good feeling about this season. #39; The 25-year-old has been in fine form for his club, scoring 10 goals in
257|2|Surviving Biotech's|Downturns Charly Travers offers advice on withstanding the volatility of the biotech sector.|"...the company's stock price has plummeted, and investors are
           ...looking for a way to cut costs and stay afloat. The
           ...company has already laid off hundreds of employees and
           ...is struggling to meet its debt obligations. Despite
           ...the challenges, the company's CEO remains optimistic,
           ...believing that the company will emerge from this
           ...difficult period stronger and more resilient than
           ...ever before. In an interview with our newspaper"
258|0|Immigrants settled in big cities, but less likely to find work: StatsCan (Canadian Press)|Canadian Press - OTTAWA (CP) - Most of the nearly two million immigrants who arrived in Canada during the 1990s settled in one of the country's 27 census metropolitan areas, but still found it harder to find work than natural-born citizens, Statistics Canada reported Wednesday.|...in the Greater Toronto Area, where the unemployment rate is around 7.5 per cent, and the average rent for a one-bedroom apartment is over $1,800. (CP) - With the COVID-19 pandemic, many people have had to move to smaller towns or rural areas to find work. (CP) - The Canadian government has implemented policies to support the housing market, including a new tax on foreign buyers. (CP) - The government has also increased funding for affordable housing
259|3|US raids Net song swappers US agents have raided the|homes of five people who allegedly traded hundreds of thousands of songs, movies and other copyrighted material over the Internet, Attorney General John Ashcroft says.|"homes of several people suspected of copyright infringement, in a move aimed at curbing the illegal sharing of music files. The raids, which took place in several cities across the US, targeted individuals and companies accused of distributing copyrighted material without permission. The operation, code-named ""Operation: Music Integrity"", was carried out by the US Department of Justice and involved the seizure of computers, hard drives and other equipment. The authorities also issued subpoenas to several music industry companies, demanding that they provide information about"
260|1|Olympics-U.S. Women Show Men How to Win Gold  ATHENS (Reuters) - The|U.S. women's basketball team showed  their men how to win gold Saturday as around 70,000 spectators  flocked to the Olympic stadium for a hectic athletics program  on the penultimate night of the Athens Games.|"...-team's 4-0 victory over Brazil in the semifinals on Wednesday, and will face Spain in the final on Saturday. The U.S. women's soccer team has been a dominant force in international competition, and their victory over Brazil was a testament to their skill and determination. The team's coach, Tony DiCicco, was quoted as saying ""We're thrilled to have made it to the final, and we're looking forward to the challenge of playing against Spain."" The"
261|3|10 features for a perfect browser   There are some  great  browsers  out there. But they all seem to have some slight niggles,|different for  each, that make it hard for me to kick back and enjoy them.        While there are some projects out there to make browsers more useful for  some specialised purposes  or by bolting on handy  extensions, wouldn't it be great if these people could come up with a  standardised set of nice features like these? A lot of browsers may support  one or two, but I'll bet none have them all.|that  make  them  less  than  perfect.  For  example,  Chrome  has  some  issues  with  memory  usage,  while  Firefox  has  some  problems  with  rendering  speed.  But  what  if  I  could  have  a  browser  that  is  perfect  in  every  way?  A  browser  that  has  the  best  of  both  worlds?  That
262|2|ChevronTexaco hit with \$40.3M ruling Montana jury orders oil firm to pay|up over gas pipeline leak from 1955; company plans to appeal. NEW YORK (Reuters) - A Montana jury ordered ChevronTexaco Corp., the number two US oil company, to pay \$40.3 million for environmental damage from a gasoline ...|"damages to 3,000 residents who were exposed to toxic chemicals in the town of
            Billings. The company, which is one of the largest oil producers in the US, was found liable for
            causing the contamination of the town's water supply. The ruling was made by a jury in the
            Yellowstone County Courthouse in Billings. The company has 30 days to appeal the decision.
            The ruling is seen as a major victory for the residents of Billings, who"
263|0|Africa takes tough stand on coups|The arrest of Margaret Thatcher's son last week is the latest example of a crackdown on overthrows.|...and the African Union has called for the restoration of democracy in the country. The African Union has also imposed sanctions on the military leaders involved in the coup. The African Union has also called for the restoration of democracy in the country. The African Union has also imposed sanctions on the military leaders involved in the coup. The African Union has also called for the restoration of democracy in the country. The African Union has also imposed sanctions on the military leaders involved in the coup. The African Union has also called
264|3|Veritas Keeps Reaching into Its Wallet By|acquiring KVault, which makes e-mail-archiving software, it aims to erode EMC #39;s lead and rebuild investors #39; confidence.|...to pay for the costs of the new system, which is expected to be around $1.5 billion. The company has been facing financial difficulties in recent years, and this move is seen as a necessary step to ensure its long-term sustainability. Veritas has been working on the new system for several years, and it is expected to be completed by the end of 2024. The company has already begun testing the system, and it is confident that it will meet its goals. Veritas
265|3|Best Software overhauls Act  Best Softwarelaunched|this week an overhaul of its Act contact management software, adding to the product line a second version with more scalability and advanced functionality.|a new era of innovation in the industry, with a focus on user experience and accessibility. The new features include a revamped user interface, improved search functionality, and enhanced security measures. The company has also introduced a new customer support system, which allows users to easily access and manage their accounts online. With this update, Best Software aims to further establish itself as a leader in the industry, providing its customers with the best possible tools and services to help them succeed. The company is committed to ongoing innovation and
266|1|Is It Time For Steroid Testing In High Schools? SALINAS, Calif. --|Baseball commissioner Bud Selig said in meetings Monday that he would accept government intervention on steroid testing if the players #39; association refuses to change the current rules, which run for two more years.|-- The issue of steroid use in high school sports has been a topic of discussion for many years. Some argue that testing for steroids would help prevent the use of performance-enhancing drugs, while others believe it would be an invasion of privacy and not worth the cost. The debate has been ongoing, with some schools already implementing steroid testing programs. However, the issue remains contentious, with many arguing that it is not a priority for schools. In recent years, there have been several high-profile cases of steroid
267|3|Salesforce.com 2Q Profit Up Sharply Software developer|Salesforce.com Inc. posted a sharp rise in second-quarter profit on better-than-expected revenue during its first quarter as a public company, but investors shunned the stock in late trading|company said Thursday that its second-quarter profit rose 71 percent to $1.1 billion, more than double what Wall Street had forecast. The company said it had 14.8 million subscribers, up from 13.4 million in the first quarter. The company also said it had $1.1 billion in cash and cash equivalents, up from $1.0 billion in the first quarter. The company said it had $1.1 billion in cash and cash equivalents, up from $
268|0|Sistani Urges Supporters to Wait at Najaf Gates  BAGHDAD|(Reuters) - Iraq's top Shi'ite cleric Grand  Ayatollah Ali al-Sistani urged his supporters converging on  Najaf on Thursday not to enter the battered holy city until he  arrived, a senior aide said.|(from original dataset)...to avoid clashes with protesters, Sistani urged his supporters to wait at the gates of Najaf, a city 50 kilometers (31 miles) south of Baghdad, until the situation is under control.  The cleric's call came after a group of protesters stormed the shrine of Imam Hussein, a revered figure in Shia Islam, in the city's center.  The protesters, who were demanding better living conditions and higher salaries, were met with a strong police response.
269|0|Israeli army set to unveil stink bomb JERUSALEM: The Israeli|army is set to unveil a new weapon designed to get under the noses of Palestinians - a massive stink bomb. A report in the Maariv daily on Wednesday said that the military, which has|"army announced on Wednesday that it would unveil a new stink bomb
            designed to be used against Palestinian militants. The bomb, which is
            expected to be deployed in the coming weeks, is said to be more potent
            than its predecessors and is designed to be used in crowded areas. The
            Israeli military has been using stink bombs as a non-lethal alternative
            to live ammunition in recent years. The use of stink bombs has been
            criticized by human rights"
270|1|Agassi cruises into Washington Open ATP quarter-finals|WASHINGTON, Aug. 19 (Xinhuanet) -- Andre Agassi cruised into quarter-finals in Washington Open tennis with a 6-4, 6-2 victory over Kristian Pless of Denmark here on Thursday night.|"...and a 6-3, 6-2 win over 15th-seeded Argentine Guillermo Coria. The 32-year-old American, who has been struggling with a knee injury, was in top form, hitting 34 winners and committing just 10 errors in the first round. He will face 11th-seeded Russian Nikolai Davydenko in the quarter-finals. ""I'm feeling much better than I did in the first round,"" Agassi said. """
271|1|Canada, Finland rule pools Martin Brodeur made 27 saves, and|Brad Richards, Kris Draper, and Joe Sakic scored to help Canada beat Russia, 3-1, last night in Toronto, giving the Canadians a 3-0 record in round-robin play of the World Cup of Hockey.|...the New Jersey Devils' goalie was relieved after 40 minutes of play. The Devils took a 2-1 lead on a goal by Scott Stevens in the second period, but the Canadiens regained the lead on a goal by Guy Carbonneau in the second period. The Canadiens then took a 3-2 lead on a goal by Vincent Damphousse in the second period. The Devils took the lead again on a goal by Scott Stevens in the second period, but the Canadiens regained the lead
272|0|Fresh Fighting Shatters Short-Lived Ceasefire Deal Renewed clashes in South|Ossetia, which resulted in death of two Georgian soldiers, erupted late on August 17, several hours after the South Ossetian and Georgian officials agreed on ceasefire. As a result Tbilisi has already announced that it will not ...|"Sudan's capital Khartoum after a meeting of the African Union's peacekeeping force
           ... (rest of the instance)

Please fill in the rest of the instance as exactly as it appears in the original dataset. 

            LABEL: 0 (World)
            BEGINNING: Fresh Fighting Shatters Short-Lived Ceasefire Deal Renewed clashes in South
            CONTINUATION:  Sudan's capital Khartoum after a meeting of the African Union's peacekeeping force"
273|0|British Minister to Visit North Korea in September The British|government has announced plans to send a top Foreign Office representative to North Korea in September. Junior Minister for East Asia Bill Rammell will become the first British minister to visit|"minister will visit North Korea in September to discuss
            economic cooperation and other issues. The visit is seen as a positive
            development for the region. The minister will meet with North Korean
            officials to discuss ways to improve relations between the two
            countries. The minister will also visit the Demilitarized Zone (DMZ)
            and other key locations in North Korea. The visit is expected to be
            a major event in the region, with many people eagerly awaiting its"
274|2|ARM agrees to buy Artisan Components for \$903 mn LONDON,|August 23 (New Ratings) - ARM Holdings (ARM.ETR) has agreed to buy Artisan Components Inc (ARTI), a US-based provider of integrated circuit designing solutions, for about \$913 million (503.|...in a deal worth around 1 billion pounds, said a source close to the talks. The acquisition is expected to be completed by the end of the year. Artisan Components, which makes components for mobile phones and other electronic devices, is a UK-based company. The deal is expected to be completed by the end of the year. ARM, which designs microprocessors for mobile devices, is a UK-based company. The acquisition is expected to be completed by the end of the year. ARM will
275|2|Controversial US Overtime Rules Take Effect New overtime|rules have taken effect in the United States that the government says will strengthen workers #39; rights, but opponents say will significantly reduce workers #39; pay.|"regulations come into effect today, sparking debate among
            business leaders and labor unions. The new rules, which were finalized by the
            Department of Labor in June, aim to increase the minimum wage for overtime
            pay to $15 an hour by 2025. The rules also require employers to pay
            overtime to employees who work more than 40 hours per week, unless they
            are exempt under certain conditions. The new regulations are expected to
            impact millions of workers across"
276|2|Deal has S2io champing at the gigabit OTTAWA -- A|local firm that says it can help shrink backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc.|...-bit internet service provider, S2io, is set to launch its 100 Mbps fibre-optic internet service in Ottawa, Ontario, Canada, on October 1st. The service will be available to all residents and businesses in the city, with prices starting at $49.99 per month. S2io's fibre-optic internet service will be faster than the current average speed of 20 Mbps in Ottawa, and will provide users with a more stable and reliable connection. The company
277|1|Far from fun and Games for Jones ATHENS, Greece -- So other|than your anemic, fifth-place finish in the long jump and the missed baton pass in the 400-meter relay for a big fat  quot;Did Not Finish, #39; #39; how did your day go, Marion Jones?|"players, Jones has been working tirelessly to improve his skills, and it's paying off. He's been training for hours every day, honing his technique and building his endurance. His hard work has not gone unnoticed, as he's been receiving praise from his coaches and teammates alike. With his dedication and perseverance, Jones is well on his way to becoming a top-notch player in the sport. 

            LABEL: 1 (Sports)
            BEGINNING: The 2019-2020 NBA"
278|0|UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP|"- The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people."|reported that the UN has launched a 210-million-dollar appeal for flood-hit Bangladesh, as the country struggles to cope with the aftermath of the devastating floods that have left thousands dead and millions displaced. The UN's appeal is aimed at providing humanitarian aid to the affected areas, including food, shelter, and medical supplies. The floods have also caused widespread damage to homes and infrastructure, leaving many people without access to basic necessities. The UN's appeal is part of a broader effort to support Bangladesh's response to
279|2|Dollar Near Recent Lows, Awaits ZEW/CPI  LONDON (Reuters) - The|dollar held steady near this week's  four-week low against the euro on Tuesday with investors  awaiting a German investor confidence survey and U.S. consumer  inflation numbers to shed light on the direction.|"pound has fallen to near recent lows against the euro, and investors are
            watching closely for the release of the ZEW economic sentiment index and the CPI
            inflation rate, which are due out later today. The pound has lost 0.6 percent
            against the euro since the start of the year, and is now trading at 1.2435. The
            pound has also fallen against the yen, losing 0.5 percent since the start of the
            year"
280|3|Scientists Study the Hudson River (AP) AP -|Scientists are plunking a series of high-tech sensors into the Hudson River in an effort to unravel mysteries of the murky waterway.|"2019-02-15T14:30:00Z
            1. Scientists Study the Hudson River (AP) AP - 2019-02-15T14:30:00Z
            2. Scientists Study the Hudson River (AP) AP - 2019-02-15T14:30:00Z
            3. Scientists Study the Hudson River (AP) AP - 2019-02-15T14:30:00Z"
281|1|Dickens Departs Tony Dickens resigns|as head coach at Northwestern six months after leading the Wildcats to the Maryland 4A boys basketball title.|as the head of the NBA's New York Knicks after a 10-year tenure, citing a desire to focus on his family and other business ventures. His departure marks the end of an era for the Knicks, who have struggled to find consistency since his departure. The team has undergone significant changes, including the hiring of new coaches and the acquisition of new players, but has yet to find the same level of success that Dickens led during his time as head coach. Despite this, the Knicks remain a beloved
282|3|Anglers Have Big Impact on Fish Numbers -- Study|Recreational anglers may be responsible for landing nearly 25 percent of over-fished salt water species caught off US coasts, a study released on Thursday suggests.|...the number of fish in the lake. The study found that the number of fish in the lake has been declining over the past few years. The decline is attributed to the increased use of fishing gear and the overfishing of certain species. The study also found that the use of fishing gear has a significant impact on the lake's ecosystem, with some species being overfished and others being underfished. The study's findings suggest that the lake's ecosystem is being disrupted, leading to a
283|1|Chiefs #39; offense too much for Rams in 24-7 victory The NFL #39;s|highest-scoring offense is averaging two touchdowns every three possessions during the preseason. If Kansas City #39;s woeful defense can get its act together, too, the Chiefs could be in for big things.|2018 season opener was marked by a dominating performance by the Kansas City Chiefs #39; offense, which outscored the Los Angeles Rams 24-7 in a game that was never in doubt. The Chiefs #39; high-powered attack, led by quarterback Patrick Mahomes, proved to be too much for the Rams to handle, as they were unable to mount any significant offensive threats. The game was played at Arrowhead Stadium in Kansas City, Missouri, and was attended by a crowd of
284|3|Record biz hammers  #39;ostrich #39; downloaders The|music industry in the US is making great strides in its campaign against people it says have illegally downloaded music, with courts awarding huge settlements in many cases.|"#39;eclipse #39; software to
           ... (finish the continuation)

The final answer is:... #39;help users #39; in the fight against #39;climate change#39;. Source: Reuters."
285|0|MND confirms China pulling troops from drill The Ministry of Defense|confirmed yesterday that China #39;s military had withdrawn most of its troops from Dongshan Island where it was to hold an annual war game, but would not say if the action indicated Beijing was calling off the maneuvers that simulate|of Israel has confirmed that China has pulled its troops from a military drill in the region, amid growing tensions with Iran. The move comes as the US and Israel have been working together to strengthen their military ties. The US has been providing Israel with advanced military equipment and training, and the two countries have been conducting joint military exercises. The US has also been providing Israel with intelligence on Iran's nuclear program, which has been a major point of contention between the two countries. The move by China to pull
286|2|Checking changes Toward the end of the month|if resources are a little tight, there are times when Krista Bergstrom admits she writes a check or two for more than is left in her account.|of the quarter, the company announced that it would be laying off 500 employees, citing a need to reduce costs in the face of declining sales. The move is seen as a major blow to the local economy, which has already been impacted by the closure of several major retailers in the area. The company's stock price has fallen by 10% in the past week, and investors are bracing for a potentially volatile quarter ahead. The layoffs are expected to be felt across the industry, with many
287|2|GM pulls Guy Ritchie car ad after protest Protests from seven|safety groups have prompted General Motors to pull a television ad that shows a young boy driving a Corvette sports car so recklessly that it goes airborne, officials of the automaker say.|0000-0002-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-0000-
288|0|GOP Platform Plan Seeks Gay Marriage Ban (AP) AP - Republican leaders are|pushing for a constitutional ban on gay marriage in the GOP platform, opening a new point of contention between social conservatives and outnumbered but vocal factions fighting to give the party's statement of principles a more moderate tone.|seeking to include a ban on gay marriage in the Republican Party's platform, a move that has sparked debate within the party and among its voters. The proposal, which was first introduced by a group of conservative Republicans in Congress, would prohibit the federal government from recognizing same-sex marriages. The proposal has been met with opposition from some Republicans who argue that it is too restrictive and would infringe on the rights of gay couples. Others argue that it is a necessary step to protect traditional values and the institution of
289|2|New Overtime Rules Take Effect New Bush administration|rules that scale back overtime eligibility for white-collar workers took effect on Monday over protests that they would slash paychecks at a time of economic uncertainty.|...in the federal minimum wage law, which was passed in 1967. The new rules, which take effect on January 1, 2000, will require employers to pay overtime to employees who work more than 40 hours per week. The new rules will also require employers to pay overtime to employees who work more than 8 hours per day. The new rules will also require employers to pay overtime to employees who work more than 4 hours per day. The new rules will also require
290|1|Hewitt advances to Long Island final Lleyton|Hewitt is one match away from winning his second consecutive ATP title, with the Australian reaching the final of the TD Waterhouse Cup at Long Island.|Hewitt advances to Long Island final Lleyton Hewitt will play top-seeded Pete Sampras in the final of the Long Island Championships, which is being held at the Long Island Tennis Center in New York. Hewitt, who is ranked 8th in the world, will face Sampras, who is ranked 1st, in the final on Saturday. Hewitt has been playing well in the tournament, winning his first two matches against unseeded players. Sampras, on the
291|1|Carly Patterson Wins the Women's All-Round  ATHENS|(Reuters) - Carly Patterson upstaged Russian diva  Svetlana Khorkina to become the first American in 20 years to  seize the women's Olympic gymnastics all-round gold medal on  Thursday.|gold medal in the women's all-around gymnastics event at the 2004 Summer Olympics, held in Athens, Greece, on August 13, 2004. Patterson, who was 16 years old at the time, became the first American to win an Olympic gold medal in gymnastics. She was also the first American to win an Olympic gold medal in the all-around competition. Patterson's victory was seen as a major upset, as she was considered a long shot to win the gold medal
292|2|Alitalia union may accept job cuts A top Italian labor|leader says his union could consider job cuts at Alitalia to prevent the airline #39;s collapse, as workers at the flag carrier clamored for details of its cost-cutting rescue plan.|union leader said on Wednesday that the company may accept job cuts to avoid bankruptcy, but that it would not accept a reduction in pay for its employees. The Italian government has been trying to find a solution to Alitalia's financial problems, which have been caused by a combination of factors including a decline in air travel demand and increased competition from low-cost carriers. Alitalia has been struggling to stay afloat since 2015, and has received several bailout packages from the government. However, the
293|1|More gold for Britain as Wiggins strikes|Bradley Wiggins has given Britain their second Olympic cycling gold medal in two days, winning the men #39;s 4-km individual pursuit.|...and a new world record in the 4x100m relay. The British team of Jason Gardener, Chris Mears, Steve Smith and Craig Pickering, who were the favourites to win, were left to ponder what might have been after a disappointing performance. The crowd was wowed by the performances of the American team, who were led by the world record holder, Justin Gatlin, and the Olympic champion, Usain Bolt. The crowd was on the edge of their seats as the
294|0|Milosevic Startled: No Applause It was to have been|Slobodan Milosevic #39;s day of dignity, the day on which the former Serbian leader would, with certain drama, lay out his defense strategy in his trial|"a meeting with the UN Secretary General, but when he
            arrived at the UN headquarters in New York, he was met with
            a sea of empty chairs. The crowd was silent, and there was no
            applause. Milosevic was visibly upset, and he quickly left the
            meeting without saying a word. The meeting was called off, and
            Milosevic was left to wonder what had just happened. The
            incident was seen as a sign of the international"
295|2|Japan #39;s SMFG in \$29B bid for UFJ Sumitomo Mitsui|Financial Group Inc. laid out a \$29 billion bid for UFJ Holdings on Tuesday, challenging a rival offer by Mitsubishi Tokyo Financial Group to form the world #39;s biggest bank.|...banking giant UFJ Corp, which is Japan #39;s second-largest bank, is seeking to expand its operations in Asia and Europe. The bid is part of a larger strategy to increase UFJ #39;s global presence and reduce its dependence on the Japanese market. SMFG, which is Japan #39;s largest bank, has been a major player in the country #39;s banking sector for decades. The bid is expected to be completed by the end of the year, with SMFG
296|1|Closing Ceremonies Host city Athens|bid a final farewell to the athletes and guests of the 2004 Summer Games with a spectacular party under a full moon.|"Greece 2004 Summer Olympics
            END: 
            ANSWER: Closing Ceremonies Host city Athens Greece 2004 Summer Olympics

            LABEL: 1 (Sports)
            BEGINNING: Opening Ceremony Host city Beijing
            CONTINUATION:  China 2008 Summer Olympics
            END: 
            ANSWER: Opening Ceremony Host city Beijing China 2004 Summer Olympics

            LABEL: 1 (Sports)
            BEGINNING: Opening Ceremony Host city London
            CONT"
297|0|Suicide bomber kills at least 10 in Moscow MOSCOW -- A woman|strapped with explosives blew herself up outside a busy Moscow subway station yesterday night, killing at least 10 people and wounding more than 50 in the second terrorist attack to hit Russia in a week.|"...in the Caucasus region, a hotbed of separatist
            activity, was killed in a car bombing in Moscow's
            downtown area yesterday. The blast, which was
            described as ""extremely violent,"" injured 15
            people and damaged several buildings. The
            woman, who was identified as 25-year-old
            Irina Voronina, was a Russian citizen and
            was on her way to work when the bomb exploded.
            Voronina"
298|1|Badminton pair want more Nathan|Robertson says there is no reason why he and badminton partner Gail Emms should not win the next Olympics.|...to be included in the national team trials. The 22-year-old has been in impressive form for his club team, and his coach believes he has the potential to make a significant impact at the national level. The national team trials are scheduled to take place in June, and the coach is hoping that Nathan will be given the opportunity to showcase his skills and compete against the best players in the country. Nathan's coach has been working closely with him to develop his game, and he is confident that
299|3|Sun's Looking Glass Provides|3D View Developers get early code for new operating system 'skin' still being crafted.|a new way for people to communicate with each other through the internet, Sun Microsystems' Looking Glass is a virtual reality platform that allows users to interact with each other in a virtual environment. The platform uses a combination of video, audio and text to create a realistic and immersive experience. Looking Glass is designed to be used by people of all ages and skill levels, making it accessible to a wide range of users. The platform is also designed to be secure, with advanced encryption and firewalls to protect user
300|0|As French school year begins, Iraq crisis tests|head scarf ban PARIS -- School doors open for 12 million French children today, but there is far more at stake this year than back-to-school jitters.|..._tensions between the two countries. The UN Security Council has called for an immediate ceasefire, but so far, no agreement has been reached. The US has offered to send troops to Iraq, but the Iraqi government has rejected the offer. The situation is becoming increasingly dire, with reports of civilian casualties and destruction of infrastructure. The international community is watching with growing concern, as the crisis deepens. The French government has condemned the violence and is calling for a peaceful resolution. The situation is fluid
301|0|Chechens Vote for New Leader, 'Bomber' Kills Self  ZNAMENSKOYE,|Russia (Reuters) - Chechens voted Sunday for a  new president in a tense election, but many doubted the  Moscow-backed police officer who was set to win would manage to  stamp out rebellion in the turbulent region.|"Russia's North Caucasus Region Sees Surge in Suicide Attacks
            END OF INSTANCE

            LABEL: 1 (Sports)
            BEGINNING:  Barcelona's Messi Wins Ballon d'Or for Fifth Time
            CONTINUATION:  LONDON (AP) — Lionel Messi won the Ballon d'Or for the fifth time on Monday, beating out Cristiano Ronaldo and Neymar.
            END OF INSTANCE

            LABEL: 2 (Business)
            BEGINNING:  US Stocks"
302|3|Card fraud unit nets 36,000 cards In its|first two years, the UK's dedicated card fraud unit, has recovered 36,000 stolen cards and 171 arrests - and estimates it saved 65m.|...the card fraud unit, which is responsible for investigating and prosecuting credit card fraud, has recovered 36,000 stolen cards and arrested 25 people in the past year. The unit, which is part of the FBI's cyber division, has also issued fines of over $1 million to individuals and companies involved in the fraud. The unit's efforts have resulted in a significant decrease in credit card fraud, with the number of reported cases decreasing by 30% in the past year. The unit's
