Index|Label|First piece|Gold|Prediction
168|1|Strongwoman hoists 100th gold for Chinese|delegation Tang Gonghong lifted a world record to claim in Athens the 100th Olympic gold for China since its participation in 1984 Olympic Games on Saturday when|"team
            CONTINUATION:  (Sports)  The 100th gold medal for China at the Olympics was hoisted by a strongwoman on Monday, a day after the country's most famous athlete, swimmer Sun Yang, was banned for three years for doping. Sun, who won three gold medals at the 2016 Rio Games, was suspended for four years by the Court of Arbitration for Sport (CAS) on Friday for refusing to provide a urine sample in a test in"
169|3|IBM Chips May Someday Heal|Themselves New technology applies electrical fuses to help identify and repair faults.|"the Brain
            IBM's Watson supercomputer is already helping doctors diagnose cancer and
            predict heart attacks. Now the company is working on a new project that
            could help treat brain injuries and diseases such as Alzheimer's.
            IBM researchers are developing a computer chip that can read and
            interpret brain signals. The chip, which is still in the early stages of
            development, could one day be implanted in the brain to help doctors
            diagnose and treat brain injuries and diseases."
170|0|Stocks Climb on Drop in Consumer Prices NEW YORK - Stocks rose for a second straight session|Tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...|on Wednesday, as a drop in consumer prices helped ease concerns about inflation. The Dow Jones industrial average rose 0.3 percent to 11,295.76, the Standard & Poor's 500 Index gained 0.3 percent to 1,244.69 and the Nasdaq Composite Index added 0.4 percent to 2,552.41. The Dow and the S&P 500 rose 0.7 percent and 0.6 percent, respectively, on Tuesday
171|3|Napster tests  quot;on-the-go quot; subscription service|Napster announced yesterday that it is testing a new subscription service model that would add portable devices to the list of its subscription service #39;s supported devices.|"BEGINNING: Napster tests  quot;on-the-go quot; subscription service
            BEGINNING: Napster tests  quot;on-the-go quot; subscription service
            BEGINNING: Napster tests  quot;on-the-go quot; subscription service
            BEGINNING: Napster tests  quot;on-the-go quot; subscription service
            BEGINNING: Napster tests  quot;on-the-go quot; subscription service
            BEGINNING: Napster tests  quot"
172|1|Fired-up Baggaley takes silver Australia #39;s Nathan|Baggaley was over the moon after winning the silver medal in the Olympic kayaking K1 500 event today. Double world champion Baggaley fired from the start and took an early lead but faded|Baggaley has won the men's 10m air rifle silver medal at the Commonwealth Games in Gold Coast, Australia. The 24-year-old from Tasmania was the only Australian to win a medal at the Games, which ended on Sunday. Baggaley, who was the only Australian to win a medal at the Games, was the only Australian to win a medal at the Games, which ended on Sunday. Baggaley, who was the only Australian to win a medal at the Games,
173|3|Spike Lee Wins Cybersquatting Case Against Porn Site Movie|director Spike Lee has won his\cybersquatting case against a Philippines-based operator who\misused the domain name to redirect surfers to a pornographic\Web Site, arbitrators ruled Friday.|"CONTINUATION: Spike Lee has won a lawsuit against a pornographic website that was using his name to promote its adult content. The director of the 1989 film Do the Right Thing sued the website, which was using the name ""spikeloo.com"" to promote its adult content. The website was using the name to promote its adult content. Lee's lawyer, Roberta Kaplan, said that the website was ""cybersquatting"" on Lee's name. Kaplan said that"
174|1|Guo tucks away gold for China China #39;s Guo|Jingjing easily won the women #39;s 3-meter springboard last night, and Wu Minxia made it a 1-2 finish for the world #39;s diving superpower, taking the silver.|Jingjing won her second straight gold medal in the women #39;s 10m platform diving competition at the Beijing Olympics on Wednesday, beating American Laura Wilkinson by a single point. Guo, 26, scored 590.20 points to Wilkinson #39;s 589.85 in the final of the event, which was held in the morning at the Beijing National Aquatics Center. Guo, who won the 10m platform gold in Athens four years ago, became the first Chinese woman
175|1|Patterson gets silver on balance beam Athens, Greece|(Sports Network) - American Carly Patterson, the women #39;s all- around champion at the Summer Games, added another medal on Monday night with a silver in the balance beam competition.|"(AP) - 
            American Shannon Miller won the balance beam gold medal in the women's 
            gymnastics competition at the Olympics on Thursday. Miller, the 1996 
            Olympic all-around champion, scored 9.875 to edge out Romania's 
            Daniela Silivastru, who finished with a 9.875. Miller's teammate 
            Dominique Moceanu took the bronze medal with a 9.825. The 19-year-old 
            Miller,"
176|3|Oracle Moves To Monthly Patch Schedule An|alert posted on the company #39;s Web site outlined the patches that should be posted to fix numerous security holes in a number of applications.|"Oracle Corp. executive said the company will begin releasing monthly patches for its database software, a move that could help the company compete with Microsoft Corp. and IBM Corp. in the database market. Oracle's move to a monthly patch schedule, which it will begin implementing in January, is a response to customer demand, said Thomas Kurian, senior vice president of Oracle's database products group. ""Customers are looking for more frequent patches,"" he said. ""They want to be able to patch their systems more"
177|2|SEC may put end to quid pro quo (USATODAY.com) USATODAY.com -|The Securities and Exchange Commission is expected to vote Wednesday to prohibit mutual fund companies from funneling stock trades to brokerage firms that agree to promote their funds to investors.|SEC may put end to quid pro quo (USATODAY.com) https://www.usatoday.com/story/money/2020/05/20/sec-may-put-end-quid-pro-quo/5210525002/ 2020-05-20 00:00:00+00:00 2020-05-20 00:00:00+00:00 2020-05-20 00:00:00+00:
178|2|Minister Lee Says Uncertainty Deepens Economic Lethargy Deputy Prime|Minister and Finance-Economy Minister Lee Hun-jai said Monday the nation #39;s current economic lethargy is due to unsubstantiated uncertainty #39; #39; about the future, which in turn weakens the confidence of market players.|Minister Lee Hsien Loong said on Friday that the economic outlook was uncertain, and that the government would continue to support the economy. The government will continue to support the economy, he said, adding that the government would also continue to support the economy. The government will continue to support the economy, he said, adding that the government would also continue to support the economy. The government will continue to support the economy, he said, adding that the government would also continue to support the economy.
179|1|Zambrano right at home No one has been more|dominating against National League hitters at home than Cubs starter Carlos Zambrano. And Zambrano looked as if he would be at his finest Monday night at Wrigley Field.|successful than Zambrano in his first year with the Cubs. He has a 2.77 ERA and a 1.12 WHIP, and he has struck out 131 batters in 134 innings. He has been the Cubs' most consistent starter, and he has been the team's best pitcher since the All-Star break. He has been the Cubs' most consistent starter, and he has been the team's best pitcher since the All-Star break. He has been the Cubs'
180|0|A Better Solution for Israel The hysterical|tone of Daniel Seidemann #39;s plea to the next US administration to save Israel from itself serves no useful purpose op-ed, Aug. 26.|reaction to the Israeli government's plan to build 1,600 new homes in East Jerusalem has been predictable. The Palestinians, who have been trying to destroy Israel since the country's founding in 1948, have been outraged. They have been joined by the United States, which has been trying to destroy Israel since the country's founding in 1948. The United States has been joined by the Palestinians, who have been trying to destroy Israel since the country's founding in 1948. The
181|1|Hamm hopes to get on a roll Paul Hamm|takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics.|, the reigning world champion on the men's pommel horse, is hoping to get on a roll at the U.S. championships this weekend in Indianapolis. Hamm, who won the world title in 2001, is the favorite to win the U.S. title for the fourth time. He is the only man to win the U.S. title four times in a row. He is also the only man to win the world title four times in a row. He is the only man to
182|1|He's caught up in hurricane There was the \$5 million Deutsche|Bank Championship to prepare for and the Ryder Cup is a few weeks away, but the first order of business for Jim Furyk yesterday was to make sure his wife and children were headed for safety.|Bank loan, the 2016 lawsuit, the 2018 lawsuit, the 2019 lawsuit, the 2020 lawsuit, the 2021 lawsuit, the 2022 lawsuit, the 2023 lawsuit, the 2024 lawsuit, the 2025 lawsuit, the 2026 lawsuit, the 2027 lawsuit, the 2028 lawsuit, the 2029 lawsuit, the 2030 lawsuit, the 2031 lawsuit, the 2032 lawsuit, the
183|1|Sharapova ousted They were 78 feet and a generation|apart. On one end of the Arthur Ashe Stadium court stood Maria Sharapova, the 17-year-old Wimbledon champion with a future as bright as her usual smile.|apart, but the two women who dominated women's tennis in the 1990s and early 2000s were both ousted from the U.S. Open on Monday. The 36-year-old Maria Sharapova, who won the 2006 U.S. Open, was beaten 6-4, 6-4 by 17-year-old American Amanda Anisimova. The 35-year-old Serena Williams, who won the 1999 U.S. Open, was beaten
184|1|Pressure points ATHENS -- The booing went on for nearly 10|minutes while Paul Hamm, chalked up and ready, waited beneath the horizontal bar last night.  quot;Wow, quot; Hamm told his twin brother Morgan.  quot;I've never seen this before. quot;|minutes, and the crowd was still going strong when the Greek national anthem ended. The crowd was booing the United States men's soccer team, which had just lost to Portugal in the quarterfinals of the World Cup. The U.S. team had been booed before, but never to this extent. The crowd was booing the U.S. team because it was the team's first loss in the World Cup since 2002. The crowd was booing the U.S. team because
185|3|E-commerce still booming Online retail|sales continue to show significant growth, according to the latest figures released by the US Department of Commerce.|sales in the U.S. are expected to reach $1.3 trillion this year, according to a new forecast from eMarketer. That's up 15.6% from 2020, and it's a sign that the pandemic has accelerated the shift to online shopping. The growth is being driven by a number of factors, including the rise of e-commerce giants like Amazon and Walmart, as well as the increasing popularity of online shopping among younger generations. In fact, eMarketer estimates
186|3|Apache Balks At Microsoft #39;s Licensing Demands For Anti-Spam|&lt;b&gt;...&lt;/b&gt; com. The Apache Software Foundation, developers of the popular open-source Apache web server, said on Thursday that it wouldn #39;t support the proposed anti-spam standard Sender ID, because the licensing terms set by Microsoft Corp.|"Software
            CONTINUATION: Microsoft Corp. has been told to stop demanding that Apache Software Foundation members pay for the use of its anti-spam software, according to a letter from the foundation's board of directors. The foundation, which develops the Apache HTTP server, has been using Microsoft's software to fight spam for the past year, but the company has been demanding that Apache pay for the software, according to the letter. The foundation's board of directors has told Microsoft that it will not pay"
187|1|Noguchi Wins Marathon|BULLETIN&lt;br&gt;BC-OLY--Women's Marathon RUN,0058&lt;br&gt;BULLETIN&lt;br&gt;    ATHENS, Greece (AP)  --  Mizuki Noguchi of Japan won the marathon Sunday in 2 hours, 26 minutes, 20 seconds.|", 2:09:36
            CONTINUATION: The Japanese runner, who had won the 1991 Boston Marathon, was the first to break the 2:10 barrier in the race. He was followed by the American runner, Meb Keflezighi, who finished in 2:10:47. The third place went to the Kenyan runner, Patrick Ivuti, who finished in 2:10:48. The race was held on Sunday, April"
188|0|Bomb found near Berlusconi #39;s villa Italian|Premier Silvio Berlusconi (left) goes for a walk with British Prime Minister Tony Blair and his wife Cherie Blair at Berlusconi #39;s villa, Monday. AP ...|police have found a bomb near the villa of former prime minister Silvio Berlusconi in the northern town of Sesto San Giovanni. The bomb was found in a car parked near the villa, which is now owned by Mr Berlusconi #39;s daughter, Barbara. The car was parked on a street near the villa, which is now owned by Mr Berlusconi #39;s daughter, Barbara. The car was parked on a street near the villa, which is now owned by Mr Ber
189|2|"Before-the Bell; Rouse Co. Shares Jump  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=RSE.N"|"target=/stocks/quickinfo/fullquote""&gt;RSE.N&lt;/A&gt; jumped before the bell after General Growth  Properties Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GGP.N target=/stocks/quickinfo/fullquote""&gt;GGP.N&lt;/A&gt;, the No. 2 U.S. shopping mall owner, on  Friday said it would buy Rouse for \$7.2 billion."|"&symbol=RSE.N""&gt;Rouse Co. Shares Jump&lt;/A&gt; (Reuters) - Rouse Co. shares jumped 4.6 percent in premarket trading on Monday after the real estate investment trust said it would sell its 50 percent stake in a joint venture with the government of the Dominican Republic. The company said it would sell its stake in the joint venture to the government for $1.1 billion in cash. The company said it would use the proceeds to"
190|3|Napster Offers Music to Go This service|leverages new Windows Media 10 technologies to enable Napster subscribers to download music to portable devices, a technology called Janus.|"lets users download songs to their computers, then play them on their portable MP3 players.
            CONTINUATION: Napster Offers Music to Go This service lets users download songs to their computers, then play them on their portable MP3 players. The service, which is free for the first 30 days, will cost $9.95 a month after that. The service is available only in the United States. The company said it would begin offering the service in Europe in the fall. Napster"
191|3|Microsoft Expands Windows Update Release Microsoft Corp. is|starting to ramp up distribution of its massive security update for the Windows XP operating system, but analysts say they still expect the company to move at a relatively slow pace to avoid widespread glitches.|"expanding the number of Windows 10 users who will get the latest operating system update at the same time, a move that could help the company fend off rivals and keep its users happy.
            CONTINUATION: The company said on Thursday that it will release the update, known as the Fall Creators Update, to 150 million devices on Oct. 17, up from 40 million devices in August. The update will be available to 400 million devices by the end of the year, the"
192|3|Toyota reports a silicon carbide breakthrough Move over silicon|chips, there is a new semiconductor king on the horizon. Silicon carbide #39;s (SiC) potential has been known since the 1950 #39;s, but the properties that make is attractive also make it hard to work with.|, silicon carbide is the new wonder material for the 21st century. Toyota has announced a breakthrough in the production of silicon carbide, a material that could be used in everything from electric car batteries to the next generation of solar panels. The company has developed a new process for producing the material, which is 10 times more efficient than previous methods. The new process could lead to a significant reduction in the cost of producing silicon carbide, making it more affordable for a wider range of applications
193|0|Arson attack on Jewish centre in Paris (AFP)|AFP - A Jewish social centre in central Paris was destroyed by fire overnight in an anti-Semitic arson attack, city authorities said.|"- An arson attack on a Jewish cultural centre in Paris on Tuesday was the latest in a series of anti-Semitic incidents in France, the Jewish community's representative body said. The fire was discovered at the centre in the 20th district of the French capital, which is home to a large Jewish community, at around 4:00 am (0300 GMT), a police source said. ""The fire was caused by an arson attack,"" the source said. ""The fire was extinguished by firefighters"
194|1|Broncos Running Back Out for Entire Season (AP) AP -|Denver Broncos running back Mike Anderson will miss the entire season because of a groin injury sustained last weekend in an exhibition game against Houston.|The Denver Broncos have ruled out running back Phillip Lindsay for the rest of the season because of a knee injury. Lindsay was injured in the second quarter of Sunday's 31-3 loss to the Los Angeles Chargers. He was carted off the field and did not return. Lindsay had 1,000 yards rushing last season and was on pace to surpass that this year. The Broncos (3-7) are last in the AFC West and have lost six straight. They play at the New York
195|0|Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion|Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.|Garry Kasparov's fiancee, Daria Kasparov, has confirmed that she is pregnant. The 30-year-old Russian, who is the daughter of former Soviet leader Mikhail Gorbachev, is expecting her first child with Kasparov, 43, who is a former world chess champion. Kasparov, who is a political activist and critic of Russian President Vladimir Putin, has been married twice before, but his first wife, Galina, died in 2002
196|0|Pakistani troops raid two terrorist hideouts PAKISTANI troops|backed by artillery and aircraft attacked two suspected terrorist hideouts near the rugged Afghan border yesterday, killing and wounding a number of militants, Pakistan army and security officials said.|"raided two terrorist hideouts in the country's northwest on Monday, killing 10 militants and arresting a senior al Qaeda operative, the military said. The raids in the tribal region of South Waziristan were part of a crackdown on militants who have been attacking Pakistani troops and civilians in the region. ""The operation was carried out in the area of Mir Ali in South Waziristan,"" the military said in a statement. ""During the operation, 10 terrorists were killed and a senior al"
197|2|Mills Grabs \$1B Portfolio; Taubman Likely to Lose Contracts Mills|Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...|"Grabs $1B Portfolio; Taubman Likely to Lose Contracts
            Mills Corp. has agreed to pay $1 billion for a portfolio of 14 shopping centers in the Southeast, including the Mall at Stonecrest in Lithonia, Ga., and the Mall at Stonecrest in Lithonia, Ga., and the Mall at Stonecrest in Lithonia, Ga., and the Mall at Stonecrest in Lithonia, Ga., and the Mall at Stonecrest in Lithonia, Ga., and the"
198|1|Lithuanians deliver NBA stars another Olympic basketball|dunking (AFP) AFP - Lithuania defeated the United States 94-90 in an Olympic men's basketball preliminary round game, only the fourth loss in 115 Olympic starts for the defending champions.|"medal
            CONTINUATION:  Lithuanians deliver NBA stars another Olympic basketball medal
            CONTINUATION:  Lithuanians deliver NBA stars another Olympic basketball medal
            CONTINUATION:  Lithuanians deliver NBA stars another Olympic basketball medal
            CONTINUATION:  Lithuanians deliver NBA stars another Olympic basketball medal
            CONTINUATION:  Lithuanians deliver NBA stars another Olympic basketball medal
            CONTINUATION:  Lithuanians deliver NBA stars another"
199|0|Conditions Worsen in Darfur, U.N. Agencies Say (Reuters) Reuters -|Conditions for 1.2 million Sudanese\displaced in Darfur continue to worsen amid violent attacks,\spreading disease, and heavy rains which wreak havoc with aid\convoys, United Nations agencies said on Tuesday.|"2004-10-13 00:00:00
            CONTINUATION: Conditions worsened in Darfur in the past week, with the number of people displaced by fighting between government troops and rebels reaching 100,000, the United Nations said on Tuesday. The U.N. refugee agency said 100,000 people had been forced to flee their homes in the past week, bringing the total number of people displaced since fighting erupted in February to 300,000. ""The"
200|2|Red Hat replaces CFO Red Hat on Thursday named Charles|Peters Jr. as executive vice president and chief financial officer. Peters replaces Kevin Thompson, who unexpectedly announced his resignation in June, a few days before the|"Peters as its new chief financial officer, replacing former CFO Kevin Coyne, who left the company in May. Peters, who has been with Red Hat for more than 20 years, most recently served as the company's senior vice president of finance and administration. He will report to Red Hat CEO Jim Whitehurst. ""Charles has been a key member of the Red Hat leadership team for many years and has been instrumental in the company's success,"" Whitehurst said in a statement. ""He has a"
201|0|Israeli Held Meetings With U.S. Analyst (AP) AP - A senior|Israeli diplomat in Washington has met with a Pentagon analyst being investigated by the FBI on suspicion he passed classified information to Israel, Israeli officials confirmed Monday.|Israeli official met with a U.S. analyst in Washington last week to discuss the Middle East peace process, the official said Monday. The meeting was arranged by the Israeli Embassy in Washington, said the official, who spoke on condition of anonymity. The official said the meeting was not a formal one, and that the Israeli official did not discuss any specific issues. The official said the meeting was not a formal one, and that the Israeli official did not discuss any specific issues. The official said the meeting was
202|1|In the end, goofs sink Jays TORONTO -- All the|early miscues belonged to the Oakland Athletics but the ones that mattered the most, in the eighth and ninth innings, were made by the Toronto Blue Jays.|Toronto Blue Jays could do was watch as the Boston Red Sox celebrated their 4-3 victory over the Jays on Friday night. The Red Sox, who have won 10 of their last 11 games, took a 2-1 lead in the American League Championship Series. The series shifts to Fenway Park for Game 3 on Sunday. The Red Sox scored two runs in the seventh inning off Toronto closer Casey Janssen to take the lead. The Blue Jays had a chance to tie
203|0|Troops close Gaza roads after rockets fired at Israel JERUSALEM -- Israeli|forces blocked main roads in Gaza yesterday after rockets were fired at an Israeli town, and troops tore down houses in a refugee camp on the Egyptian border, foreshadowing more unrest after Israel #39;s announced planned pullout next year|troops closed roads leading to the Gaza Strip on Friday after Palestinian militants fired rockets into Israel, the military said. The military said it was closing the roads after a rocket fired from Gaza hit an open area in the southern Israeli town of Sderot. There were no reports of injuries. The military said it was also closing the Kerem Shalom crossing, which is used to transfer goods into Gaza. The military said it was closing the roads after a rocket fired from Gaza hit an open area in the
204|3|EDS Is Charter Member of Siebel BPO Alliance (NewsFactor) NewsFactor - Siebel Systems (Nasdaq: SEBL) has|named EDS as the charter partner in Siebels' new business process outsourcing (BPO) global strategic-alliance program. The agreement expands the relationship between EDS and Siebel to provide a set of high-value managed products and service offerings targeted at the BPO and customer relationship management (CRM) marketplaces.|announced that it has joined the Business Process Outsourcing (BPO) Alliance, a group of companies that have committed to developing and promoting best practices for BPO. The BPO Alliance is a joint venture between Siebel Systems and the Business Process Outsourcing Association (BPOA), a trade association for BPO providers. The alliance will work to develop and promote best practices for BPO, including the development of a common set of standards for BPO services. The alliance will also work to promote
205|3|Groups Eager to Meet With Bush, Kerry (AP) AP -|Organizations representing the nation's 3 million scientists, engineers and doctors have invited both presidential candidates to have a word with them  #151; online.|"2004-10-22 14:00:00 EDT
            CONTINUATION: Groups Eager to Meet With Bush, Kerry (AP) AP - 2004-10-22 14:00:00 EDT
            BEGINNING: Groups Eager to Meet With Bush, Kerry (AP) AP - 2004-10-22 14:00:00 EDT
            CONTINUATION: Groups Eager to Meet With Bush, Kerry (AP) AP"
206|3|NASA braces for Frances Thousands of|automobiles clogged Florida #39;s highways during the largest evacuation in state history as residents anticipated the arrival of Hurricane Frances.|people in Florida and Georgia were ordered to evacuate as Hurricane Frances approached the U.S. East Coast on Tuesday, with forecasters warning that the storm could be the most powerful to hit the region in a decade. The U.S. National Hurricane Center said Frances was expected to make landfall on Wednesday as a Category 3 storm with winds of 120 miles per hour (195 kph). The storm was about 1,000 miles (1,600 km) southeast of Miami, Florida, and
207|3|New iMac packs computer into flat screen PARIS Apple Computer|engineered another design coup on Tuesday, unveiling a new iMac here that incorporates all of the personal computer #39;s innards into a flat-panel screen that balances on an aluminum stand.|Inc. unveiled a new iMac computer with a flat screen that it said will be the first to be sold in Europe. The new iMac, which will be available in France, Germany, Italy, Spain and the United Kingdom, will be sold at a price of 1,299 euros, or about $1,400, Apple said. The new iMac, which is 1.8 inches thick, will be available in the United States in October for $1,499, Apple
208|3|Priceline, Ramada to Make Sites More Accessible to Blind In one|of the first enforcement actions of the Americans with Disabilities Act on the Internet, two major travel services have agreed to make sites more accessible to the blind and visually impaired.|of the most significant steps yet in the battle to make the Internet accessible to the blind, Priceline.com Inc. and Ramada Inns Worldwide Inc. said they would make their Web sites accessible to the visually impaired. The move is part of a broader effort by the hotel chain and the online travel agency to make their sites more accessible to people with disabilities. Priceline.com, which has been working with the National Federation of the Blind to make its site more accessible, said it would make
209|0|Court imposes lawyer on Milosevic|The UN tribunal in The Hague says it will impose a defence lawyer on former Yugoslav leader Slobodan Milosevic.|CONTINUATION: The Hague, Netherlands (AP) - A court here on Friday imposed a lawyer on former Yugoslav President Slobodan Milosevic, who is accused of war crimes and genocide. Milosevic, who has been in custody since his arrest in June 2001, will be represented by Dutch lawyer Geert-Jan Knoops. Knoops, who has been appointed by the court, will be Milosevic's lawyer until the end of the trial
210|0|Abu Ghraib report 'spreads blame' A|report on the Abu Ghraib prisoner abuse scandal will blame at least two dozen more people, say US officials.|"report into the abuse of Iraqi prisoners at Abu Ghraib prison in Baghdad has been released by the US military. The report, which was ordered by the US defence secretary Donald Rumsfeld, says the abuse was the result of ""a breakdown in leadership and supervision"". It also says that the abuse was not widespread. The report, which was compiled by a panel of military officers, says that the abuse was the result of ""a breakdown in leadership and supervision"". It also says that the abuse was"
211|3|RealNetworks Gets in Content Business (AP) AP -|RealNetworks Inc. survived the dot-com collapse and an assault from Microsoft Corp. Now it's trying to remake itself into a provider of paid Internet content.|"2002-01-15
            CONTINUATION: RealNetworks Inc. said Monday it is buying a company that makes software for managing digital content. The deal is part of RealNetworks' strategy to move beyond its core business of streaming audio and video over the Internet. RealNetworks said it will pay $30 million in cash and stock for Digital Content Management Inc., which makes software that lets people manage their digital music, photos and video. The deal is expected to close in"
212|3|Bea Arthur for President Bea Arthur sparked a security scare at Logan Airport in Boston this week when she tried to board a Cape Air flight with a pocketknife in her|"handbag.    The ""Golden Girls"" star, now 81, was flagged by a Transportation Security Administration agent, who discovered the knife - a strict no-no following 9/11.    ""She started yelling that it wasn't hers and said 'The terrorists put it there,' "" a fellow passenger said. ""She kept yelling about the 'terrorists, the terrorists, the terrorists.' ""    After the blade was confiscated, Arthur took a keyring from her bag and told the agent it belonged to the ""terrorists,"" before throwing it at them.  - via philly.com"|"purse. The 72-year-old actress was stopped by a Transportation Security Administration agent who found the knife in her purse. Arthur, who was traveling to New York City, was allowed to board the flight after she explained that she had the knife for a cooking show she was doing. Arthur, who played Maude Findlay on the 1970s sitcom ""Maude,"" was not arrested or charged with a crime. The incident occurred on Tuesday. Arthur, who is best known for her role on"
213|2|Botswana miners 'face dismissal'|Botswana's giant Debswana diamond mining firm says it will sack workers who carry on with an illegal stoppage.|"over strike
            Botswana miners 'face dismissal' over strike
            Botswana's main mining union has threatened to dismiss workers who take part in a planned strike next week.
            The strike is in protest at a new wage agreement that was reached between the government and the Chamber of Mines.
            The Chamber of Mines said the agreement was ""unfair"" and that it would not be implemented.
            The Chamber of Mines said it would be ""unfair"" to dismiss workers who took part in"
214|2|Procter  amp; Gamble: A soap opera success By Davis Dyer,|Frederick Dalzell. By Robert Slater. In the 1830s, William Procter, a storekeeper and candle maker, and James Gamble, a soap maker, happened to marry two sisters in Cincinnati, Olivia and Elizabeth Ann Norris.|"The Wall Street Journal, 2014-01-21
            CONTINUATION:  Procter  amp; Gamble Co.  is a soap opera. The company's stock has been on a roller coaster ride for the past 10 years, with a 40% drop in 2008, a 50% gain in 2009, a 40% drop in 2010, a 40% gain in 2011, a 40% drop in"
215|2|Ohio Sues Best Buy, Alleging Used Sales (AP) AP|- Ohio authorities sued Best Buy Co. Inc. on Thursday, alleging the electronics retailer engaged in unfair and deceptive business practices.|"CONTINUATION: Ohio Sues Best Buy, Alleging Used Sales (AP) AP
            LABEL: 2 (Business)
            BEGINNING: Ohio Sues Best Buy, Alleging Used Sales (AP) AP
            CONTINUATION: Ohio Sues Best Buy, Alleging Used Sales (AP) AP
            LABEL: 2 (Business)
            BEGINNING: Ohio Sues Best Buy, Alleging Used Sales (AP) AP
            CONTINUATION:"
216|2|USA : Textile industry to renew request to place embargo on|&lt;b&gt;...&lt;/b&gt; The US textile industry officials would plead for blocking Chinese imports to the Bush administration this month. Earlier this year, the White House had rejected a similar request made by 130 Republican and Democratic members of Congress.|"China
            CONTINUATION: The US textile industry is expected to renew its request to place an embargo on Chinese imports, as the US-China trade war continues to escalate. The US textile industry has been hit hard by the trade war, with many companies facing significant losses. The industry has been calling for an embargo on Chinese imports for some time, but the Trump administration has been reluctant to take action. However, with the trade war continuing to escalate, the industry may be able to convince the administration"
217|1|Injured Heskey to miss England friendly NEWCASTLE, England|(AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday.|"(Reuters) - Newcastle United striker Emile Heskey will miss England's friendly against Brazil on Wednesday because of a hamstring injury, the Football Association said on Tuesday. The 28-year-old, who has been a regular in the England squad since making his debut in 1999, has not played since suffering the injury in Newcastle's 2-1 defeat by Manchester United on April 8. ""Emile Heskey has been ruled out of the England squad for the forthcoming friendly against"
218|3|Lycos offers people and discussion search Terra Lycos SA|introduced two search tools on its Lycos U.S. Internet site on Monday as part of a recently announced strategy to focus on services that allow users to connect with others.|, a subsidiary of Lycos Inc., has launched Terra, a new search engine that combines people and discussion search. Terra is a free service that allows users to search for people and discussion groups on the Web. Terra is the first search engine to combine people and discussion search. People search allows users to find people by name, occupation, company, or other criteria. Discussion search allows users to find discussion groups on the Web by topic, such as sports, politics, or religion. Terra also allows
219|2|Atlas Copco to Sell Electric Tool Business|Swedish engineering company Atlas Copco said Monday it will sell its electric tool business to Hong Kong-based Techtronic Industries Co.|"to Stanley Black & Decker
            CONTINUATION: Atlas Copco AB said it agreed to sell its electric power tool business to Stanley Black & Decker Inc. for $1.2 billion, as the Swedish industrial company seeks to focus on its core businesses. The deal, which is expected to close in the first quarter of 2020, will help Stanley Black & Decker, the world's largest maker of power tools, expand its presence in the fast-growing electric power tool market."
220|1|Team USA barely wins, but struggles not all|players #39; fault Now that everybody in and around USA Basketball has breathed a huge sigh of relief, let #39;s not get carried away.|"the way through
            CONTINUATION: Team USA barely wins, but struggles not all the way through the
            CONTINUATION: Team USA barely wins, but struggles not all the way through the
            CONTINUATION: Team USA barely wins, but struggles not all the way through the
            CONTINUATION: Team USA barely wins, but struggles not all the way through the
            CONTINUATION: Team USA barely wins, but struggles not all the way through the"
221|1|Wariner Succeeds Johnson as 400 Meter Champion|ATHENS (Reuters) - American 400 meters champion Jeremy  Wariner succeeded Michael Johnson as the Olympic gold medallist  Monday with a personal best of 44.00 seconds.|CONTINUATION:  (The Associated Press)  NEW YORK (AP) - Jeremy Wariner of the United States won the 400 meters at the New York Grand Prix on Saturday night, beating the field by 0.16 seconds. Wariner, the 2004 Olympic champion, ran 44.66 seconds to win the $50,000 first prize. He was followed by Jamaican Davian Clarke, who finished in 44.82 seconds. The race was the
222|1|Anticipation nation LINCOLN, Neb. -- Carly Simon got it right a|generation ago.AN-TI-CI-PA-TION. She wasn't singing about college football, but out here in the heartland of America, as Husker Nation prepares for a new season, the sense of anticipation is enormous.|"few years ago when she sang, ""You're so vain, you probably think this song is about you."" But it's not. It's about the University of Nebraska, which is so vain that it thinks this song is about it. The Cornhuskers, who have been the toast of the nation for the past two years, are so vain that they think they are the best team in the country. They are so vain that they think they are the best team in the Big Eight Conference."
