Index|Label|First piece|Gold|Prediction
223|3|Stunt pilots to save sun dust IT PROMISES to be a scene worthy of a|science fiction spectacular. A space probe carrying primordial material scooped from outer space starts to plunge towards our planet. But before it can strike, a helicopter flown by a Hollywood stunt ...|Hollywood blockbuster. A team of stunt pilots will attempt to fly through a cloud of dust from the sun, in a bid to save the planet from a solar storm. The stunt, which is being planned by the European Space Agency (ESA), will take place in 2014. The team will fly through a cloud of dust from the sun, which is expected to hit Earth in 2012. The stunt will be carried out by a team of four pilots, who will fly a specially modified aircraft
224|0|Who cares about Kerry? It's Bush we can't stand, say Vietnamese (AFP) AFP - The|question of whether presidential candidate John Kerry was a coward or a leader during the Vietnam War might be raging in the United States, but on the streets of Hanoi people hope for just one result from the American election -- the exit of George W. Bush.|"US presidential election is a ""referendum"" on the war in Iraq, the Vietnamese government said in a statement on its website on Tuesday, as the country's Communist Party prepares to meet for its first congress in 10 years. ""The US presidential election is a referendum on the war in Iraq and the US government's policy of aggression and expansionism,"" the statement said. ""The Vietnamese people are watching the election closely."" The statement, which was posted on the website of the Communist Party's Central"
225|1|Don #39;t expect Tiger to relinquish his top ranking without a fight They #39;re|calling Ohio a  quot;battleground state, quot; one of the two or three places likely to decide November #39;s presidential election. On local TV, the Bush and Kerry ads air so frequently that it #39;s easy to forget it #39;s Bob Costas who actually runs the country.|not going to let him go without a fight.  Tiger Woods #39; 36-hole lead at the PGA Championship was cut to one stroke by a pair of 64s from Jim Furyk and Phil Mickelson.  Furyk and Mickelson, who were tied for the lead at 11-under-par 131, were the only players to break par on Saturday.  Woods, who shot a 3-under 67, was one stroke ahead of Furyk and Mickelson.
226|0|Soldiers face death after refusing to bomb Darfur|Fifteen armed men in blue uniforms guard the metal stairs leading to the Sudanese court. Among the people massed at the bottom, only those who look official and scream loud|"INSTRUCTION: Soldiers face death after refusing to bomb Darfur
            ANSWER: Soldiers face death after refusing to bomb Darfur. The soldiers were ordered to bomb a village in Darfur, but they refused to do so. The soldiers were then killed by the government. The government claimed that the soldiers were terrorists, but the soldiers' families said that the soldiers were just trying to do their job. The soldiers' deaths were a tragedy, and the government should have been more careful in"
227|0|UN says Afghan vote can legitimise postwar scene (AFP) AFP|- Afghanistan has a chance for real political legitimacy when voters go to the polls in the country's first post-Taliban presidential election, the UN's envoy to the nation said.|", Kabul, 18/10/2004 16:50:00
            UN says Afghan vote can legitimise postwar scene
            KABUL (AFP) - The UN said Monday that the Afghan presidential election would be a ""legitimate"" step towards peace in the war-torn country, despite the presence of a US-led occupation force.
            ""The election will be a legitimate step towards the establishment of a democratic government in Afghanistan,"" said UN spokesman Fred Eckhard."
228|1|Locals lift Irish squad in Europe tourney Tim Brett and Matt Shinney|are lacrosse aficionados and fervent players. Brett, 27, who is a manager at a hotel in Charlestown, and Shinney, 23, a student at Bridgewater State College, are self-described lacrosse  quot;weekend warriors. quot;|", Irish Times, 3/6/2008
            INSTRUCTION: The Irish team has been playing in Europe for the past week. They have played three games and won all three. The Irish team is led by the captain, Michael O'Leary. The team is made up of players from all over Ireland. The team has been playing well and is looking forward to the next game.
            END: 
            ANSWER: The Irish team has been playing in Europe for the past"
229|3|Sun postpones September user show Sun Microsystems Inc. has|decided to postpone its September SunNetwork 2004 San Francisco user conference, and is contemplating merging the event with its JavaOne 2005 developer conference, scheduled for the end of June 2005.|postponed its September user show in San Francisco because of the Sept. 11 terrorist attacks, the company said. The company said it will hold the show in San Francisco in November. The company said it will hold the show in San Francisco in November. The company said it will hold the show in San Francisco in November. The company said it will hold the show in San Francisco in November. The company said it will hold the show in San Francisco in November. The company said it will hold the show
230|1|Gatlin sprints from unknown to 100m gold Reuters Athens Aug 23:|American Justin Gatlin roared from virtual unknown to win the blue ribband Olympic mens 100 metres race yesterday, upstaging defending champion Maurice Greene and other more illustrious rivals.|"2004  11:02 AM ET
            INSTRUCTION:  Gatlin sprints from unknown to 100m gold Reuters Athens Aug 23: 2004  11:02 AM ET
            END:  Gatlin sprints from unknown to 100m gold Reuters Athens Aug 23: 2004  11:02 AM ET
            END:  Gatlin sprints from unknown to 100m gold Reuters Athens Aug 23: 2004"
231|1|Jimenez wins BMW Open with final-round 66 Spain #39;s|Miguel Angel Jimenez won the BMW Open, his fourth title on the European tour this season, and Colin Montgomerie was one of six golfers to claim Ryder Cup berths Sunday.|Pablo Larrazabal won the BMW Open in Munich on Sunday with a final-round 66 to claim his first European Tour title. The 29-year-old Spaniard, who was playing in his 11th European Tour event, finished on 16-under-par 272 to win by two strokes from England's Ross Fisher, who shot a 68. Larrazabal, who was in a share of the lead with Fisher after the third round, carded four birdies and an eagle on the
232|3|Storage, servers bruise HP earnings|update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.|"INSTRUCTION: Storage, servers bruise HP earnings
            END: Storage, servers bruise HP earnings
            ANSWER: Storage, servers bruise HP earnings
            LABEL: 3 (Sci/Tech)
            BEGINNING: Storage, servers bruise HP earnings
            INSTRUCTION: Storage, servers bruise HP earnings
            END: Storage, servers bruise HP earnings
            ANSWER: Storage, servers bruise HP earnings
            LABEL: 3 (Sci"
233|0|Republican Convention Dogged by Relentless Protests (Reuters) Reuters - Five|thousand people protesting high\job losses formed a 3 mile unemployment line in Manhattan on\Wednesday and AIDS activists disrupted a Republican meeting on\the third day of the party's convention to nominate the\president to a second term in office.|days before the Republican National Convention, the party's leaders are still struggling to contain the fallout from a series of protests that have drawn thousands of demonstrators to the streets of Tampa, Florida. The protests have been the most disruptive in years for a convention that has been dogged by controversy since the party chose Mitt Romney as its presidential nominee. The protests have also been a headache for the Republican National Committee, which has spent millions of dollars to stage the convention and is now facing the prospect of having to pay
234|1|Dominant US captures gold with 79th straight win|The US softball team completed its scorched-earth run through the Olympics on Monday with a 5-1 win over Australia, America #39;s third straight gold medal.|".
            INSTRUCTION: The US team has won the gold medal in the 2012 Olympics. The US team has won the gold medal in the 2012 Olympics. The US team has won the gold medal in the 2012 Olympics. The US team has won the gold medal in the 2012 Olympics. The US team has won the gold medal in the 2012 Olympics. The US team has won the gold medal in the 2012 Olympics. The US team has won"
235|0|US economic growth slips to 2.8 Annual|US economic growth fell to 2.8 in the second quarter of 2004, marking a slowdown from the 3 estimated a month ago.|"ized Rate
            INSTRUCTION: The US economy grew at a 2.8% annualized rate in the third quarter, the Commerce Department said on Thursday, the slowest pace in more than a year. The economy grew at a 3.9% annualized rate in the second quarter. The Commerce Department said gross domestic product, the broadest measure of the economy, grew at a 2.8% annualized rate in the third quarter, the slowest pace in more than"
236|2|London oil drops to \$40 a barrel The cost of a|barrel of oil in London has dipped below \$40 as energy prices have continued to slide. The price of Brent crude in London fell to a three-week low of \$39.|barrel of oil has fallen to its lowest level in more than a year, as the global economy continues to struggle. The price of a barrel of Brent crude fell to \$40.20 a barrel on Monday, its lowest level since November 2012. The price of a barrel of West Texas Intermediate (WTI) crude fell to \$39.76 a barrel, its lowest level since November 2012. The price of a barrel of Brent crude has fallen by more than 50% since
237|1|Seattle Mariners Minor League Report - August 23rd|TACOMA RAINIERS - The Rainiers just missed a perfect week when they suffered their only setback on Sunday August 22nd, a 13-6 loss to the Portland Beavers.|", 2017
            INSTRUCTION: The Seattle Mariners are in the midst of a rebuilding process.  The Mariners have a number of players who are in the early stages of their careers.  The Mariners have a number of players who are in the early stages of their careers.  The Mariners have a number of players who are in the early stages of their careers.  The Mariners have a number of players who are in the early stages of their careers.  The Mariners have a number of"
238|1|Saints Revoke Waiver Claim on Derek Ross (AP) AP - One day after|placing a waiver claim on troubled cornerback Derek Ross, the Saints did an about-face and released the former Ohio State standout after he missed a scheduled flight to New Orleans on Wednesday night.|the Saints claimed wide receiver Derek Ross off waivers from the Jets, the team has decided to revoke the waiver claim. The Saints will not be able to sign Ross to the active roster until after the Jets have had a chance to claim him back. The Saints will be able to sign Ross to the practice squad if the Jets do not claim him back. The Saints will also be able to sign Ross to the active roster if the Jets do not claim him back. The Saints will be able to sign Ross
239|3|Nokia, Pointsec team on mobile data security Enterprises|seeking higher security for their growing number of mobile devices may be interested in new encryption technology that Nokia Corp. is deploying in its smart phone products.|"will be able to use the Pointsec Mobile Encryption Suite to secure data on Nokia mobile devices.
            INSTRUCTION: Nokia, Pointsec team on mobile data security Enterprises will be able to use the Pointsec Mobile Encryption Suite to secure data on Nokia mobile devices."
240|1|So. Cal Player Investigated in Sex Assault (AP) AP -|At least one member of the top-ranked Southern California football team is under investigation for sexual assault, the Los Angeles Police Department said Tuesday.|"Sports
            BEGINNING: A Southern California high school football player was arrested on suspicion of sexually assaulting a 15-year-old girl, authorities said Thursday.
            BEGINNING: The 17-year-old player, who was not identified, was arrested Wednesday night in the city of Lancaster, about 70 miles north of Los Angeles, said Sgt. Mike Parker of the Los Angeles County Sheriff's Department.
            BEGINNING: He was booked on suspicion of forcible rape and was being held in lieu of"
241|0|Jones Advances in Long Jump; Johnson Out ATHENS, Greece -|Marion Jones made her Athens debut in virtual anonymity, quietly advancing to the long jump final. Allen Johnson had the attention of everyone in the stadium, for all the wrong reasons...|Michael Johnson, the world's fastest man, was eliminated in the first round of the men's 100-meter dash at the Olympic Games on Tuesday. Johnson, the defending champion, was disqualified after he stepped out of his lane in the second heat. The 100-meter dash is the first event of the track and field competition. Johnson, who won the 200-meter dash in Sydney, was the favorite to win the 100-meter dash. He was seeded first in the world this year with a
242|3|Ooh la la, Apple unveils new iMac (SiliconValley.com)|SiliconValley.com - Attempting to capitalize on iPod mania, Apple Computer Tuesday unveiled a fast new version of the iMac that it all but touted as a smart accessory for the sexy music players.|INSTRUCTION: Apple has unveiled a new iMac with a 27-inch screen and a new processor. The new iMac is the first to use Apple's own M1 chip, which is designed for the Mac. The new iMac has a 27-inch Retina 5K display, which is 14.7 million pixels. The new iMac also has a 1080p FaceTime HD camera and a 3.5mm headphone jack. The new iMac
243|2|Glaxo Settles Paxil 'Suicide Pill' Suit  NEW YORK (Reuters) - GlaxoSmithKline Plc &lt;A|"HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GSK.L target=/stocks/quickinfo/fullquote""&gt;GSK.L&lt;/A&gt; has agreed  to release all clinical studies of its drugs to settle a  lawsuit that accused it of withholding negative information  about the antidepressant Paxil, the New York Attorney General's  office said on Thursday."|straZeneca&gt; agreed to pay $3 billion to settle a lawsuit accusing the drugmaker of marketing its antidepressant Paxil for uses not approved by the U.S. Food and Drug Administration (FDA). The settlement, announced on Tuesday, resolves a class-action lawsuit filed in 2003 by 1,500 people who said they suffered from depression, suicidal thoughts or other mental health problems after taking Paxil. The lawsuit claimed GlaxoSmithKline failed to warn consumers about the risks
244|2|BlackRock Buys State Street Research  NEW YORK (Reuters) - BlackRock Inc. &lt;A|"HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BLK.N target=/stocks/quickinfo/fullquote""&gt;BLK.N&lt;/A&gt;, one of the  largest U.S. fixed income managers, on Thursday said it will  buy its far smaller competitor State Street Research    Management Co., marking the biggest takeover in the asset  management business this year."|> said on Thursday it had acquired the research business of State Street Global Advisors, a unit of State Street Corp. &lt;STT.N&gt;, in a deal that will expand the U.S. asset manager's research capabilities. BlackRock, the world's largest asset manager, said it would pay $1.4 billion in cash for the business, which has about 300 employees and is based in Boston. The deal is expected to close in the second quarter of 2018, subject
245|0|Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted|resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.|overwhelmingly Sunday to keep President Hugo Chavez in power for another six years, a result that was expected to further strengthen his grip on the country's political and economic future. The vote was the first since Chavez was diagnosed with cancer in June. The 58-year-old leader has said he will undergo surgery in Cuba next week. Chavez, who has been in power since 1999, has said he will return to Venezuela after the operation. The vote was held under a new constitution that Chavez pushed through in
246|0|Lebanon political drama plays out Syrian scipt The stage|is Beirut and the actors are Lebanese; but the audience knows the drama surrounding selection of the countrys president is being produced in Lebanons powerful neighbour Syria.|is set for a dramatic political showdown in Lebanon, with the country's president and prime minister both vying for power. The crisis has been brewing for months, with President Michel Aoun and Prime Minister Saad Hariri both seeking to assert their authority. Aoun, a Christian, has been in power since 2016, but his term is due to end in September. Hariri, a Sunni Muslim, has been prime minister since 2016, but his term is also due to end
247|1|Hamm should support Yang Paul Hamm needs a new|marketing strategy. Either that, or he needs a clue. One harmless gesture separates him from lionization in America and canonization in South Korea, and|job. He is a former Olympic gymnast and has been out of work for a while. He is a former Olympic gymnast and has been out of work for a while. He is a former Olympic gymnast and has been out of work for a while. He is a former Olympic gymnast and has been out of work for a while. He is a former Olympic gymnast and has been out of work for a while. He is a former Olympic gymnast and has been out of work
248|0|Nepal capital under curfew for 3rd day; violators ordered to be|&lt;b&gt;...&lt;/b&gt; A shoot-on-sight curfew imposed to prevent riots and violent protests over the killing of 12 Nepalese workers in Iraq entered its third day Friday, while officials said they were trying to recover the bodies of the slain hostages.|"shot
            INSTRUCTION: The following is a continuation of the above news item. Complete the news item such that it becomes a single, cohesive instance. Your answer can consist of more than one sentence. Make sure you don't just repeat the beginning or the instruction in your answer.
            END:"
249|2|Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel|retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.|"retailers are hoping to lure back-to-school shoppers with a mix of discounts and new merchandise, but the competition is fierce and the economy is still a concern. The back-to-school season, which runs from July to September, is the biggest of the year for the apparel industry, with sales of $60 billion, according to the National Retail Federation. But the economy has been a drag on sales, and the industry is still struggling to recover from the recession. ""The back-to-school season is always a"
250|1|Dutch cyclist defends Olympic gold|AMSTERDAM  Cyclist Leontien Zijlaard-Van Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday.|"medal
            INSTRUCTION: The Dutch cyclist who won the gold medal in the Olympic road race has been stripped of the medal after testing positive for a banned substance. The cyclist has been banned for two years and fined 10,000 euros. The cyclist has denied any wrongdoing and has appealed the decision. The International Cycling Union (UCI) has said that the cyclist will not be allowed to compete in any future Olympic Games. The cyclist has said that he will continue to fight the decision and has"
251|2|Johnson  amp; Johnson bids for rival NEW YORK Johnson  amp;|Johnson is in advanced negotiations to acquire Guidant, one of the largest US makers of devices to treat heart and circulatory illnesses, according to executives close to the talks.|Johnson has made a $10.5 billion bid for rival drug maker New Brunswick, N.J.-based Ortho-McNeil Pharmaceutical Inc. The offer, which was announced late Monday, is the latest in a series of high-profile mergers in the pharmaceutical industry. The deal would give Johnson  amp; Johnson a new line of prescription drugs, including the popular birth control pill Ortho Evra. The company also would gain a new line of prescription drugs, including the popular birth control pill Orth
252|1|Veterans Committee counts for little The Hall of|Fame released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.|Fame's 16-member veterans committee, which meets this week to consider 10 candidates for the Hall of Fame, has a long history of being a disappointment to fans. The committee has never elected a player, manager or executive, and its most recent selection, former commissioner Bud Selig, was elected by the Baseball Writers' Association of America. The committee has been criticized for being too conservative and too focused on the past. It has been accused of being too concerned with the past and not enough with
253|2|Samsung plans to invest Won25,000bn in chips Samsung|Electronics, the world #39;s second largest computer chip manufacturer, yesterday said that it would invest Won25,000bn (\$24bn) in its semiconductor business by 2010 to generate|plans to invest Won25,000bn in chips in the next five years to strengthen its competitiveness in the global semiconductor market, the company said on Monday. The investment will be made in the next five years, starting in 2022, and will be used to build new factories and upgrade existing ones, the company said in a statement. Samsung said it will also invest in research and development to develop new technologies and products. The company said it will also invest in the development of new technologies and products
254|3|Microsoft Reprimanded for Misleading Linux Ad (NewsFactor) NewsFactor - The|United Kingdom's advertising watchdog group, the Advertising Standards Association, has found that complaints lodged against a Microsoft (Nasdaq: MSFT) magazine ad that stated that Linux was more expensive than Windows were valid.|"Microsoft Corporation has been reprimanded by the Federal Trade Commission (FTC) for misleading consumers with its Linux advertising campaign. The FTC said Microsoft's ads for its Windows XP operating system ""misled consumers by suggesting that Windows XP was the only operating system that would run on the Linux-based Dell Dimension 9100 desktop computer."" The FTC said the ads also implied that Windows XP was the only operating system that would run on the Dell Dimension 9100 desktop computer. The FTC said the ads also"
255|0|Britain accuses 8 of terror plot LONDON - British police|charged eight terrorist suspects yesterday with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause  quot;fear or injury. quot; ...|"arrested eight men on suspicion of plotting to blow up transatlantic airliners, the government said Thursday, in a case that has raised fears of a new wave of terrorism. The arrests came a day after the government announced it was raising the terror threat level to ""severe,"" the second-highest level, and just days after the U.S. raised its threat level to ""high,"" the second-highest level. The arrests were made in the early hours of Thursday morning in the London area,"
256|1|It #39;s got to be Cole on the left Football365 #39;s top pundit looks|ahead to England #39;s international double-header and calls for Joe Cole to be given the nod on the left... Of the three left-sided options available to Sven-Goran Eriksson on Saturday, I would personally go for Joe Cole.|at the #39;Big 4#39; and who #39;ll be the best in 2010. #39;The #39;Big 4#39; of English football are the four clubs that have dominated the Premier League in recent years. They are Manchester United, Chelsea, Arsenal and Liverpool. The #39;Big 4#39; have won 11 of the last 14 Premier League titles and have dominated the Champions League in recent years. The #
257|2|Surviving Biotech's|Downturns Charly Travers offers advice on withstanding the volatility of the biotech sector.|"First Year
            INSTRUCTION: You are provided with the BEGINNING of an instance. Complete the instance such that on combining the BEGINNING we provided and your continuation, it  becomes a single, cohesive instance. Your answer can consist of more than one sentence. Make sure you don't just repeat the beginning or the instruction in your answer.
            BEGINNING: Surviving Biotech's First Year
            INSTRUCTION: You are provided with the BEGINNING of an instance. Complete the instance such"
258|0|Immigrants settled in big cities, but less likely to find work: StatsCan (Canadian Press)|Canadian Press - OTTAWA (CP) - Most of the nearly two million immigrants who arrived in Canada during the 1990s settled in one of the country's 27 census metropolitan areas, but still found it harder to find work than natural-born citizens, Statistics Canada reported Wednesday.|"- 2016-10-14
            INSTRUCTION: The following is a continuation of the above article. Complete the article such that it is a single, cohesive instance.
            BEGINNING: The report says the number of immigrants in the country has increased by 40 per cent since 2006, to 6.8 million in 2015. But the number of immigrants in the labour force has only increased by 10 per cent, to 4.8 million. The report"
259|3|US raids Net song swappers US agents have raided the|homes of five people who allegedly traded hundreds of thousands of songs, movies and other copyrighted material over the Internet, Attorney General John Ashcroft says.|homes of 16 people suspected of illegally sharing music files on the Internet, the FBI said. The raids, which took place in California, New York, New Jersey, Florida, Massachusetts and Texas, were part of a nationwide crackdown on file-sharing. The FBI said it had seized computers and other equipment in the raids. The FBI said it had seized computers and other equipment in the raids. The FBI said it had seized computers and other equipment in the raids. The FBI said it had seized computers and
260|1|Olympics-U.S. Women Show Men How to Win Gold  ATHENS (Reuters) - The|U.S. women's basketball team showed  their men how to win gold Saturday as around 70,000 spectators  flocked to the Olympic stadium for a hectic athletics program  on the penultimate night of the Athens Games.|U.S. women's basketball team has won the gold medal at the Olympics for the fourth time in a row, and the men's team has won the bronze. The U.S. women's team won the gold medal by beating Australia 92-65. The U.S. men's team won the bronze medal by beating Lithuania 85-75. The U.S. women's team has won the gold medal at the Olympics for the fourth time in a row. The U.S. men's
261|3|10 features for a perfect browser   There are some  great  browsers  out there. But they all seem to have some slight niggles,|different for  each, that make it hard for me to kick back and enjoy them.        While there are some projects out there to make browsers more useful for  some specialised purposes  or by bolting on handy  extensions, wouldn't it be great if these people could come up with a  standardised set of nice features like these? A lot of browsers may support  one or two, but I'll bet none have them all.|"and I'm not sure I can live with them. So I've decided to build my own. Here are the features I want:
            1.  It should be fast.  I don't want to wait for it to load pages, or for it to take ages to render them.  I want it to be snappy.
            2.  It should be small.  I don't want to have to download a 100MB browser just to get it to work."
262|2|ChevronTexaco hit with \$40.3M ruling Montana jury orders oil firm to pay|up over gas pipeline leak from 1955; company plans to appeal. NEW YORK (Reuters) - A Montana jury ordered ChevronTexaco Corp., the number two US oil company, to pay \$40.3 million for environmental damage from a gasoline ...|"for environmental damage
            INSTRUCTION: ChevronTexaco hit with \$40.3M ruling Montana jury orders oil firm to pay for environmental damage
            ANSWER: ChevronTexaco hit with \$40.3M ruling Montana jury orders oil firm to pay for environmental damage
            END:"
263|0|Africa takes tough stand on coups|The arrest of Margaret Thatcher's son last week is the latest example of a crackdown on overthrows.|"INSTRUCTION: Africa takes tough stand on coups
            ANSWER: Africa takes tough stand on coups
            LABEL: 1 (World)
            BEGINNING: Africa takes tough stand on coups
            INSTRUCTION: Africa takes tough stand on coups
            ANSWER: Africa takes tough stand on coups
            LABEL: 2 (World)
            BEGINNING: Africa takes tough stand on coups
            INSTRUCTION: Africa takes tough stand on coups"
264|3|Veritas Keeps Reaching into Its Wallet By|acquiring KVault, which makes e-mail-archiving software, it aims to erode EMC #39;s lead and rebuild investors #39; confidence.|"LARRY NEUMEISTER
            NEW YORK (AP) - The Veritas Group Inc. said Friday it
            will spend $1.6 billion to buy a software company that
            makes products for managing data on computer networks.
            The deal, which is expected to close in the first
            quarter of 2000, is Veritas' second major acquisition
            in less than a year. The company, based in Mountain
            View, Calif., said in February"
265|3|Best Software overhauls Act  Best Softwarelaunched|this week an overhaul of its Act contact management software, adding to the product line a second version with more scalability and advanced functionality.|a new version of its popular accounting software, ACT! 2000, on Tuesday. The new version is designed to help small businesses manage their finances and track their customers.  The new version of ACT! 2000 is designed to help small businesses manage their finances and track their customers.  The new version of ACT! 2000 is designed to help small businesses manage their finances and track their customers.  The new version of ACT! 2000 is designed to help small businesses manage
266|1|Is It Time For Steroid Testing In High Schools? SALINAS, Calif. --|Baseball commissioner Bud Selig said in meetings Monday that he would accept government intervention on steroid testing if the players #39; association refuses to change the current rules, which run for two more years.|"A Salinas High School student is taking a stand against steroid use in high schools.  The student, who is a junior at Salinas High School, is asking the school board to implement a steroid testing program for all students.  The student, who wishes to remain anonymous, said he is concerned about the growing number of students who are using steroids.  ""I'm not saying that all of them are doing it, but there are a lot of them,"" he said.  The student said"
267|3|Salesforce.com 2Q Profit Up Sharply Software developer|Salesforce.com Inc. posted a sharp rise in second-quarter profit on better-than-expected revenue during its first quarter as a public company, but investors shunned the stock in late trading|"'s revenue rises 23% to $1.2 billion, but shares fall on weak outlook.
            INSTRUCTION:  Salesforce.com 2Q Profit Up Sharply Software developer's revenue rises 23% to $1.2 billion, but shares fall on weak outlook.
            ANSWER:  Salesforce.com 2Q Profit Up Sharply Software developer's revenue rises 23% to $1.2 billion, but shares fall on weak outlook."
268|0|Sistani Urges Supporters to Wait at Najaf Gates  BAGHDAD|(Reuters) - Iraq's top Shi'ite cleric Grand  Ayatollah Ali al-Sistani urged his supporters converging on  Najaf on Thursday not to enter the battered holy city until he  arrived, a senior aide said.|, Iraq (AP) - Grand Ayatollah Ali al-Sistani, Iraq's most influential Shiite cleric, urged his followers to stay away from the holy city of Najaf on Thursday, saying he was worried about the safety of the thousands of pilgrims who have gathered there.  The cleric's warning came as the U.S. military said it had killed a top al-Qaida leader in a raid in the southern city of Basra.  Al-Sistani's statement, read by his representative
269|0|Israeli army set to unveil stink bomb JERUSALEM: The Israeli|army is set to unveil a new weapon designed to get under the noses of Palestinians - a massive stink bomb. A report in the Maariv daily on Wednesday said that the military, which has|"army is set to unveil a new stink bomb that will be used against Palestinian militants in the West Bank. The army said the new weapon, which it described as a ""smoke grenade"", will be used to disperse crowds and prevent them from approaching soldiers. The army said the new weapon will be used in the West Bank, where it has been used to disperse crowds in the past. The army said the new weapon will be used in the West Bank, where it has been used to"
270|1|Agassi cruises into Washington Open ATP quarter-finals|WASHINGTON, Aug. 19 (Xinhuanet) -- Andre Agassi cruised into quarter-finals in Washington Open tennis with a 6-4, 6-2 victory over Kristian Pless of Denmark here on Thursday night.|"INSTRUCTION: Agassi cruises into Washington Open ATP quarter-finals
            ANSWER: Agassi cruises into Washington Open ATP quarter-finals
            LABEL: 2 (Sports)
            BEGINNING: Agassi cruises into Washington Open ATP quarter-finals
            INSTRUCTION: Agassi cruises into Washington Open ATP quarter-finals
            ANSWER: Agassi cruises into Washington Open ATP quarter-finals
            LABEL: 3 (Sports)
            BEGINNING: Agassi cruises"
271|1|Canada, Finland rule pools Martin Brodeur made 27 saves, and|Brad Richards, Kris Draper, and Joe Sakic scored to help Canada beat Russia, 3-1, last night in Toronto, giving the Canadians a 3-0 record in round-robin play of the World Cup of Hockey.|Canada beat Finland 3-1 in the opening game of the world junior hockey championship on Thursday night. The Canadians, who won the gold medal in 2006, took a 2-0 lead in the first period on goals by Brayden Schenn and Ryan Nugent-Hopkins. Finland got a goal from Mikael Granlund in the second period, but the Canadians scored again in the third on a power play goal by Schenn. The Finns had a chance to tie the
272|0|Fresh Fighting Shatters Short-Lived Ceasefire Deal Renewed clashes in South|Ossetia, which resulted in death of two Georgian soldiers, erupted late on August 17, several hours after the South Ossetian and Georgian officials agreed on ceasefire. As a result Tbilisi has already announced that it will not ...|"Sudan's capital Juba have shattered a short-lived ceasefire deal, with the United Nations warning of a ""humanitarian catastrophe"" if the fighting continues. The fighting erupted on Sunday, a day after the UN Security Council unanimously approved a resolution that demanded an immediate end to the violence and the deployment of a UN peacekeeping force. The resolution also called for the deployment of an African Union force to protect civilians. The fighting has killed at least 30 people and wounded dozens more, according to the UN mission"
273|0|British Minister to Visit North Korea in September The British|government has announced plans to send a top Foreign Office representative to North Korea in September. Junior Minister for East Asia Bill Rammell will become the first British minister to visit|Foreign Office announced on Monday that a British minister will visit North Korea in September to discuss the denuclearization of the Korean Peninsula. The British Foreign Office said in a statement that the British minister will visit North Korea on September 5 and 6 to discuss the denuclearization of the Korean Peninsula and other issues of mutual concern. The statement said that the British minister will meet with North Korean officials to discuss the denuclearization of the Korean Peninsula and other issues of mutual concern. The
274|2|ARM agrees to buy Artisan Components for \$903 mn LONDON,|August 23 (New Ratings) - ARM Holdings (ARM.ETR) has agreed to buy Artisan Components Inc (ARTI), a US-based provider of integrated circuit designing solutions, for about \$913 million (503.|9 June 2005 - ARM and Artisan Components today announced that they have entered into a definitive agreement under which ARM will acquire Artisan Components for a total consideration of approximately $903 million. The acquisition will be funded by a combination of cash and shares. The transaction is expected to close in the third quarter of 2005. The acquisition will be financed by a combination of cash and shares. The transaction is expected to close in the third quarter of 2005. The acquisition will be
275|2|Controversial US Overtime Rules Take Effect New overtime|rules have taken effect in the United States that the government says will strengthen workers #39; rights, but opponents say will significantly reduce workers #39; pay.|rules that go into effect on December 1, 2016, will affect more than 4 million workers in the United States. The new rules, which were announced by the Obama administration in May, will raise the salary threshold for overtime pay from $23,660 to $47,476. This means that workers who earn less than $47,476 per year will be eligible for overtime pay if they work more than 40 hours per week. The new rules will also apply to workers who
276|2|Deal has S2io champing at the gigabit OTTAWA -- A|local firm that says it can help shrink backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc.|"deal has been reached between the Canadian government and
            Bell Canada to allow the company to offer its own Internet
            service, a move that will allow the company to compete with
            the likes of Google and Facebook. The deal, which was
            announced on Tuesday, will see Bell Canada offer its own
            Internet service, called ""Bell Internet,"" which will be
            available to customers in all of Canada. The service will
            be available to customers in all of"
277|1|Far from fun and Games for Jones ATHENS, Greece -- So other|than your anemic, fifth-place finish in the long jump and the missed baton pass in the 400-meter relay for a big fat  quot;Did Not Finish, #39; #39; how did your day go, Marion Jones?|people can play, Jones has to work. The 6-foot-3, 225-pound linebacker from the University of Georgia has been selected to play in the 1999 Hula Bowl, a college all-star game that will be played Jan. 16 in Honolulu. Jones will be one of 44 players from 21 colleges who will compete in the game. The Hula Bowl is a showcase for college players who are not invited to the Senior Bowl, which is played in Mobile, Ala
